,_c0,DATE,Themes,Organizations,V2Tone
253,253,20150302000000.0,TAX_ETHNICITY;TAX_ETHNICITY_PALESTINIAN;AFFECT;REFUGEES;SOC_REFUGEECAMP;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_REFUGEE_CAMP;KILL;WOUND;TAX_FNCACT;TAX_FNCACT_CHILDREN;MILITARY;TAX_FNCACT_NAVY;MARITIME_INCIDENT;MARITIME;MANMADE_DISASTER_IMPLIED;TAX_FNCACT_FISHERMEN;BORDER;PROTEST;TAX_FNCACT_ACTIVISTS;TAX_FNCACT_CHILD;ARREST;SOC_GENERALCRIME;TAX_ETHNICITY_PALESTINIANS;TAX_FNCACT_WOMEN;TAX_WEAPONS;TAX_WEAPONS_BOMBS;VIOLENT_UNREST;TAX_WEAPONS_TEAR_GAS;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_SOLDIER;TAX_FNCACT_SOLDIER;TAX_RELIGION;TAX_RELIGION_MOSQUE;TAX_FNCACT_PARAMEDICS;CLOSURE;TAX_FNCACT_AUTHORITIES;AGRICULTURE;TAX_WORLDFISH;TAX_WORLDFISH_SOLE;BAN;GENERAL_HEALTH;MEDICAL;TAX_FNCACT_FATHER;TAX_FNCACT_SETTLERS;TAX_FNCACT_DIGGER;TAX_MILITARY_TITLE_SOLDIERS;TAX_FNCACT_SOLDIERS;CONFISCATION;TAX_FNCACT_WORKERS;TAX_FNCACT_FARM_WORKERS;TAX_FNCACT_SETTLER;DISCRIMINATION;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_HUMAN;SELF_IDENTIFIED_HUMAN_RIGHTS;TAX_FNCACT_DEMONSTRATORS;UNREST_STONETHROWING;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_NAHAL;MANMADE_DISASTER;MANMADE_DISASTER_POWER_OUTAGE;POWER_OUTAGE;UNEMPLOYMENT;TAX_FNCACT_CITIZENS;SOC_POINTSOFINTEREST_HOSPITALS;SEIGE;CHECKPOINT;UNREST_CHECKPOINT;TAX_ETHNICITY_ARAB;SOC_POINTSOFINTEREST_PRISON;TAX_FNCACT_WOMAN;TAX_WORLDMAMMALS_SHEEP;TAX_RELIGION_SHAKER;ELECTION;TAX_TERROR_GROUP;TAX_TERROR_GROUP_HAMAS;TAX_POLITICAL_PARTY;TAX_POLITICAL_PARTY_HAMAS;LEGISLATION;ARMEDCONFLICT;TAX_FNCACT_VICTIMS;PROPERTY_RIGHTS;SANCTIONS;TAX_FNCACT_CRIMINALS;SELF_IDENTIFIED_ATROCITY;TAX_FNCACT_CRIMINAL;SOC_ECONCOOP;TAX_FNCACT_OFFICIAL;,bank gaza;international community;association agreement;human rights council;geneva convention;united nations;rome statute of the international criminal court;high contracting party;israeli civil administration;palestinian legislative council;bank israel;european union;international criminal court;un security council,"-4.97907949790795,0.878661087866109,5.85774058577406,6.73640167364017,15.0836820083682,0,4408"
254,254,20150302000000.0,ALLIANCE;ELECTION;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_RUSSIA;TAX_FNCACT;TAX_FNCACT_MINISTER;LEADER;TAX_FNCACT_PRIME_MINISTER;TAX_ETHNICITY;TAX_ETHNICITY_RUSSIANS;TAX_WORLDLANGUAGES_RUSSIANS;TAX_POLITICAL_PARTY;TAX_POLITICAL_PARTY_REFORM_PARTY;GENERAL_GOVERNMENT;TAX_POLITICAL_PARTY_DEMOCRATS;TAX_POLITICAL_PARTY_SOCIAL_DEMOCRATS;TAX_ETHNICITY_SOVIET;SLFID_MILITARY_SPENDING;TAX_FNCACT_DESIGNER;MILITARY;TAX_WEAPONS;TAX_WEAPONS_GUNS;ECON_TAXATION;TAX_FNCACT_OFFICIALS;,edgar savisaar center party;reform party;center party,"1.86170212765957,4.25531914893617,2.3936170212766,6.64893617021277,22.3404255319149,0.265957446808511,339"
255,255,20150302000000.0,SCIENCE;MEDIA_MSM;,samsung,"1.77777777777778,3.11111111111111,1.33333333333333,4.44444444444444,25.3333333333333,0,210"
256,256,20150302000000.0,,google;facebook to samsung electronics;microsoft;valve corp;samsung;facebook;armour inc;world congress;sony,"1.13821138211382,2.27642276422764,1.13821138211382,3.41463414634146,19.349593495935,0.32520325203252,550"
257,257,20150302000000.0,TAX_FNCACT;TAX_FNCACT_CONSULTANT;TAX_FNCACT_DIRECTORS;TAX_FNCACT_CEO;TAX_FNCACT_EMPLOYEES;NEGOTIATIONS;GENERAL_GOVERNMENT;TAX_WORLDBIRDS;TAX_WORLDBIRDS_JABIRU;TAX_FNCACT_FOUNDER;TAX_FNCACT_CHIEF;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_CHIEF_EXECUTIVE;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICER;TAX_FNCACT_OFFICER;TAX_FNCACT_EXECUTIVE_OFFICER;TAX_FNCACT_CHIEF_EXECUTIVE_OFFICER;TAX_FNCACT_CHIEF_FINANCIAL_OFFICER;TAX_FNCACT_SECRETARY;TAX_FNCACT_MANAGER;,newsat limited;jabiru satellite program;marketing communications;united states,"0.350877192982456,2.28070175438596,1.92982456140351,4.21052631578947,19.2982456140351,0.175438596491228,505"
258,258,20150302000000.0,TAX_FNCACT;TAX_FNCACT_MINISTER;LEADER;TAX_FNCACT_PRIME_MINISTER;ELECTION;TAX_FNCACT_WOMAN;TAX_FOODSTAPLES;TAX_FOODSTAPLES_GRAIN;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_AMONG;SECURITY_SERVICES;ARMEDCONFLICT;TAX_FNCACT_SUPPORTERS;PROTEST;,thomas thabane all basotho convention;party of lesotho,"1.27388535031847,4.45859872611465,3.18471337579618,7.64331210191083,21.0191082802548,0,147"
259,259,20150302000000.0,TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_SLOVAKIAN;TAX_FNCACT;TAX_FNCACT_PRODUCER;,utilities company profile;market research;utilities market research,"0.519480519480519,1.2987012987013,0.779220779220779,2.07792207792208,17.4025974025974,1.03896103896104,327"
260,260,20150302000000.0,ECON_INFLATION;GEN_HOLIDAY;MOVEMENT_GENERAL;ECON_STOCKMARKET;DELAY;,commodity systems inc;news network;morningstar inc;td securities melbourne institute;nasdaq;yahoo,"-1.6,1.6,3.2,4.8,18.8,0.4,226"
261,261,20150302000000.0,LEADER;TAX_FNCACT;TAX_FNCACT_PRESIDENT;TRIAL;TAX_FNCACT_PROSECUTOR;TAX_FNCACT_CRIMINAL;TAX_RELIGION;TAX_RELIGION_JEWISH;TAX_ETHNICITY;TAX_ETHNICITY_JEWISH;JUSTICE;KILL;TAX_WORLDFISH;TAX_WORLDFISH_TOP;TAX_FNCACT_OFFICIALS;GENERAL_GOVERNMENT;TAX_FNCACT_AUTHORITIES;SOC_SUICIDE;SCANDAL;ELECTION;TAX_FNCACT_JUDGE;MANMADE_DISASTER_IMPLIED;TAX_FNCACT_LEGISLATORS;TAX_ETHNICITY_SPANISH;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_SPANISH;TAX_FNCACT_AMBASSADOR;TAX_ETHNICITY_IRANIANS;NEGOTIATIONS;,fernandez to congress;u n security council;argentine israelite mutual association;united nations;united states,"-3.68509212730318,2.34505862646566,6.03015075376884,8.37520938023451,22.4455611390285,0.670016750418761,554"
262,262,20150302000000.0,TAX_ETHNICITY;TAX_ETHNICITY_DUTCH;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_DUTCH;TAX_RELIGION;TAX_RELIGION_CHURCH;NATURAL_DISASTER;NATURAL_DISASTER_FLOODS;RURAL;NATURAL_DISASTER_EARTHQUAKES;ENV_NATURALGAS;MANMADE_DISASTER_IMPLIED;TAX_FNCACT;TAX_FNCACT_ENGINEER;TAX_RELIGION_CHURCHES;ELECTION;GENERAL_GOVERNMENT;TAX_ETHNICITY_RUSSIAN;TAX_WORLDLANGUAGES_RUSSIAN;TAX_FNCACT_MINISTER;FUELPRICES;AUSTERITY;LEADER;TAX_FNCACT_PRIME_MINISTER;NATURAL_DISASTER_EARTHQUAKE;NATURAL_DISASTER_RICHTER_SCALE;TAX_FNCACT_ENGINEERS;TAX_WORLDLANGUAGES_NAM;TAX_FNCACT_OPERATOR;TAX_FNCACT_SPOKESMAN;AFFECT;PROTEST;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_HUMAN;ENV_MINING;TAX_FNCACT_ANALYST;TAX_FNCACT_CITIZENS;TAX_FNCACT_DRIVERS;TAX_WORLDLANGUAGES_RUSSIA;DELAY;SCIENCE;TAX_FNCACT_AUTHOR;BAN;MOVEMENT_GENERAL;TAX_FNCACT_ACTIVIST;ECON_WORLDCURRENCIES;ECON_WORLDCURRENCIES_EUROS;MEDIA_SOCIAL;TAX_FNCACT_INSIDER;,exxon mobil corp;maria church;linkedin;twitter;economic affairs;groningen old churches association;reuters;united states;royal dutch shell;exxon;u s geological,"-4.05604719764012,1.40117994100295,5.45722713864307,6.85840707964602,22.1976401179941,0.368731563421829,1266"
263,263,20150302000000.0,EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITY;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICER;TAX_FNCACT;TAX_FNCACT_OFFICER;TAX_MILITARY_TITLE_COMMUNICATIONS_OFFICER;TAX_FNCACT_COMMUNICATIONS_OFFICER;TAX_FNCACT_ORGANIZERS;MEDIA_SOCIAL;GENERAL_HEALTH;MEDICAL;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_AMONG;AFFECT;SICKENED;TAX_FNCACT_DOCTORS;TAX_FNCACT_WOMEN;TAX_WORLDLANGUAGES_MARINO;,heart institute is canada;heart institute;university of ottawa heart institute telethon;heart health centre,"1.23674911660777,3.18021201413428,1.9434628975265,5.12367491166078,22.791519434629,1.06007067137809,504"
264,264,20150302000000.0,SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_AIRPORT;TAX_FNCACT;TAX_FNCACT_OFFICIAL;SLFID_ECONOMIC_DEVELOPMENTAID;TAX_FNCACT_REPRESENTATIVES;SOC_POINTSOFINTEREST_AIRPORTS;TOURISM;TAX_FNCACT_AUTHORITIES;TAX_FNCACT_ORGANIZERS;TAX_FNCACT_CEO;,bahrain airport company,"5.8252427184466,5.8252427184466,0,5.8252427184466,20.0647249190939,2.26537216828479,274"
265,265,20150302000000.0,,corruption commission;department of prosecutions;southport magistrates court on,"-2.12765957446809,3.64741641337386,5.77507598784195,9.42249240121581,21.8844984802432,0.911854103343465,307"
266,266,20150302000000.0,,facebook;multnomah county medical examiner office;a dallas high school,"-2.63157894736842,2.25563909774436,4.88721804511278,7.14285714285714,21.8045112781955,0.37593984962406,248"
267,267,20150302000000.0,TAX_FNCACT;TAX_FNCACT_ACTRESS;TAX_FNCACT_FATHER;MED_EMERGENCYROOM;GENERAL_HEALTH;MEDICAL;TAX_FNCACT_NURSE;TAX_FNCACT_DOCTOR;KILL;TAX_FNCACT_STUDENT;TERROR;ARMEDCONFLICT;TAX_TERROR_GROUP;TAX_TERROR_GROUP_ISIS;TAX_FNCACT_COMEDIAN;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_COMMANDER;TAX_FNCACT_COMMANDER;,,"0.704225352112676,4.22535211267606,3.52112676056338,7.74647887323944,23.943661971831,1.40845070422535,272"
268,268,20150302000000.0,TAX_ETHNICITY;TAX_ETHNICITY_KOREAN;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_KOREAN;TAX_FNCACT;TAX_FNCACT_OFFICIAL;GENERAL_GOVERNMENT;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_DRILLS;,united states,"-2.75229357798165,0,2.75229357798165,2.75229357798165,16.5137614678899,0,88"
269,269,20150302000000.0,,,"-2.36686390532544,1.38067061143984,3.74753451676529,5.12820512820513,22.4852071005917,0,457"
270,270,20150302000000.0,,staff of the korean people army;yonhap news agency;xinhua;defense ministry;united states,"-5.86907449209932,0.677200902934537,6.54627539503386,7.2234762979684,21.2189616252822,0,386"
271,271,20150302000000.0,AGRICULTURE;AFFECT;EVACUATION;SECURITY_SERVICES;TAX_FNCACT;TAX_FNCACT_POLICE;TAX_FNCACT_DRIVERS;TAX_FNCACT_SPOKESWOMAN;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICERS;TAX_FNCACT_OFFICERS;TAX_FNCACT_SPOKESMAN;CRM_ARSON;ARREST;SOC_GENERALCRIME;,yorkshire police,"-2.7972027972028,0.699300699300699,3.4965034965035,4.1958041958042,31.1188811188811,0.34965034965035,284"
272,272,20150302000000.0,TAX_ETHNICITY;TAX_ETHNICITY_AUSTRALIAN;TAX_FNCACT;TAX_FNCACT_MINISTER;LEADER;TAX_FNCACT_PRIME_MINISTER;GENERAL_GOVERNMENT;ALLIANCE;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_AMONG;ELECTION;MEDIA_MSM;TAX_FNCACT_LEADER;TAX_FNCACT_FOREIGN_MINISTER;TAX_FNCACT_BISHOP;,,"-2.42424242424242,2.42424242424242,4.84848484848485,7.27272727272727,25.4545454545455,0,307"
273,273,20150302000000.0,GENERAL_GOVERNMENT;TAX_FNCACT;TAX_FNCACT_ARTISTS;TAX_FNCACT_FATHER;TAX_FNCACT_ARTIST;TAX_FNCACT_MECHANIC;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_AVANI;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_COLLEGE;TAX_FNCACT_MUSICIAN;TAX_WORLDLANGUAGES_SWARA;TAX_WORLDLANGUAGES_SWARAS;TAX_WORLDLANGUAGES_AMONG;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_HUMAN;TAX_FNCACT_CRITIC;TAX_WORLDLANGUAGES_MADHURA;TAX_FNCACT_SPECIALIST;TAX_FNCACT_DANCER;TAX_FNCACT_CHIEF;TAX_FNCACT_SECRETARY;TAX_WORLDLANGUAGES_VALMIKI;TAX_FNCACT_TRANSLATOR;TAX_ETHNICITY;TAX_ETHNICITY_INDIAN;TAX_FNCACT_MAN;TAX_FNCACT_PEER;TAX_FNCACT_TEACHER;TAX_FNCACT_PERFORMER;IDEOLOGY;TAX_FNCACT_STUDENTS;TAX_FNCACT_TASKMASTER;,xavier college,"3.74564459930314,5.31358885017422,1.56794425087108,6.8815331010453,18.815331010453,1.21951219512195,1069"
274,274,20150302000000.0,TAX_FNCACT;TAX_FNCACT_FATHER;MEDIA_MSM;ARREST;TAX_FNCACT_LEADER;TAX_FNCACT_MAN;TAX_ETHNICITY;TAX_ETHNICITY_MALAY;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_MALAY;TAX_WORLDLANGUAGES_SUNGAI;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_PRISON;TAX_FNCACT_AIDE;LEADER;TAX_FNCACT_LAWMAKER;SOC_POINTSOFINTEREST_JAIL;SOC_PARDON;,,"0,2.87474332648871,2.87474332648871,5.74948665297741,22.7926078028747,1.23203285420945,440"
275,275,20150302000000.0,TAX_FNCACT;TAX_FNCACT_OFFICIAL;GENERAL_GOVERNMENT;MEDIA_MSM;TAX_FNCACT_MINISTER;LEADER;TAX_FNCACT_PRIME_MINISTER;TAX_FNCACT_LAWMAKERS;WMD;NEGOTIATIONS;TAX_FNCACT_SECRETARY;TAX_FNCACT_SECRETARY_OF_STATE;TAX_FNCACT_OFFICIALS;TAX_FNCACT_ADVISER;TAX_FOODSTAPLES;TAX_FOODSTAPLES_RICE;TAX_FNCACT_NEGOTIATOR;,national security adviser susan rice;united states,"1.90735694822888,4.90463215258856,2.99727520435967,7.90190735694823,27.7929155313352,2.45231607629428,345"
276,276,20150302000000.0,TAX_FNCACT;TAX_FNCACT_OFFICIAL;GENERAL_GOVERNMENT;MEDIA_MSM;TAX_FNCACT_MINISTER;LEADER;TAX_FNCACT_PRIME_MINISTER;TAX_FNCACT_LAWMAKERS;WMD;NEGOTIATIONS;TAX_FNCACT_SECRETARY;TAX_FNCACT_SECRETARY_OF_STATE;TAX_FNCACT_OFFICIALS;TAX_FNCACT_ADVISER;TAX_FOODSTAPLES;TAX_FOODSTAPLES_RICE;TAX_FNCACT_NEGOTIATOR;,national security adviser susan rice;united states,"1.8018018018018,4.8048048048048,3.003003003003,7.80780780780781,28.2282282282282,2.4024024024024,318"
277,277,20150302000000.0,SLFID_NATURAL_RESOURCES;WOUND;TAX_FNCACT;TAX_FNCACT_WARRIORS;MANMADE_DISASTER_IMPLIED;TAX_FNCACT_VETERANS;MEDIA_SOCIAL;TAX_ETHNICITY;TAX_ETHNICITY_AMERICAN;EDUCATION;TAX_FNCACT_CHILDREN;ARMEDCONFLICT;,missouri department of natural resources;national society daughters of the american revolution,"2.22222222222222,5.55555555555556,3.33333333333333,8.88888888888889,21.8518518518519,2.22222222222222,241"
278,278,20150302000000.0,,,"-0.549450549450549,1.0989010989011,1.64835164835165,2.74725274725275,17.032967032967,0,158"
279,279,20150302000000.0,,second best exotic marigold hotel;u s congress;international women;national hockey league;major league soccer;cactus league;major league baseball;bell centre;champions league;malaysia airlines flight,"-0.404040404040404,1.01010101010101,1.41414141414141,2.42424242424242,17.979797979798,0,423"
280,280,20150302000000.0,GENERAL_GOVERNMENT;AFFECT;REFUGEES;TAX_WORLDFISH;TAX_WORLDFISH_SOLE;LEGISLATION;TRIAL;TAX_FNCACT;TAX_FNCACT_CONTRACTOR;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_MANUS;POLITICAL_TURMOIL;ARREST;TAX_FNCACT_SPOKESPERSON;ACT_MAKESTATEMENT;MILITARY;TAX_AIDGROUPS;TAX_FNCACT_SPOKESMAN;TAX_ETHNICITY;TAX_ETHNICITY_AUSTRALIAN;TAX_FNCACT_LAWYERS;ALLIANCE;TAX_FNCACT_EMPLOYEES;IMMIGRATION;,supreme court;department of immigration;australian lawyers alliance;salvation army,"-6.29770992366412,0.572519083969466,6.87022900763359,7.44274809160305,20.4198473282443,0,487"
281,281,20150302000000.0,LGBT;MEDIA_MSM;TAX_FNCACT;TAX_FNCACT_REGULATOR;TAX_FNCACT_STUDENTS;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_SCHOOL;SOC_POINTSOFINTEREST_HIGH_SCHOOL;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_AMONG;GENERAL_HEALTH;MEDICAL;TAX_FNCACT_DOCTOR;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_HUMAN;TAX_FNCACT_SPOKESPERSON;,seonam girls high school investigators;korea communications standards commission,"-0.851063829787234,2.5531914893617,3.40425531914894,5.95744680851064,21.7021276595745,1.27659574468085,217"
282,282,20150302000000.0,SECURITY_SERVICES;TAX_FNCACT;TAX_FNCACT_POLICE;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICER;TAX_FNCACT_OFFICER;TAX_FNCACT_VETERAN;TAX_MILITARY_TITLE_OFFICERS;TAX_FNCACT_OFFICERS;TAX_FNCACT_SUPERVISORS;TAX_FNCACT_SUPERVISOR;TAX_FNCACT_INVESTIGATOR;TAX_FNCACT_EMPLOYEE;TAX_FNCACT_VOLUNTEER;TAX_FNCACT_BARBER;TAX_FNCACT_DETECTIVE;TAX_FNCACT_COOK;,bart lemons police commendation;year communications unit;ornelas activity center;tyler police department,"1.12359550561798,2.62172284644195,1.49812734082397,4.11985018726592,18.3520599250936,0,250"
283,283,20150302000000.0,SECURITY_SERVICES;TAX_FNCACT;TAX_FNCACT_POLICE;TAX_FNCACT_MAN;KILL;SOC_GENERALCRIME;TRIAL;TAX_FNCACT_LAWYER;ARREST;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_JAIL;MANMADE_DISASTER;MANMADE_DISASTER_DEADLY_ACCIDENT;TAX_FNCACT_AUTHORITIES;GENERAL_HEALTH;MEDICAL;SOC_POINTSOFINTEREST_HOSPITAL;WOUND;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICER;TAX_FNCACT_OFFICER;TRAFFIC;,valley traffic division;los angeles police department,"-11.8881118881119,0,11.8881118881119,11.8881118881119,23.0769230769231,0,136"
284,284,20150302000000.0,TAX_RELIGION;TAX_RELIGION_ISLAMIC;TAX_TERROR_GROUP;TAX_TERROR_GROUP_ISLAMIC_STATE;TAX_ETHNICITY;TAX_ETHNICITY_TURKISH;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_TURKISH;PUBLIC_TRANSPORT;BORDER;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_HUMAN;HUMAN_TRAFFICKING;MOVEMENT_GENERAL;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_AIRPORT;SECURITY_SERVICES;TAX_FNCACT;TAX_FNCACT_POLICE;TAX_FNCACT_WOMEN;TAX_FNCACT_DEPUTY;TAX_FNCACT_ASSISTANT;TAX_FNCACT_COMMISSIONER;TAX_FNCACT_COORDINATOR;ARMEDCONFLICT;REBELLION;TAX_FNCACT_VICTIMS;IDEOLOGY;,bethnal green academy,"-3.40632603406326,0.48661800486618,3.89294403892944,4.37956204379562,25.0608272506083,0,375"
285,285,20150302000000.0,TAX_FNCACT;TAX_FNCACT_LEADERS;TAX_FNCACT_SPOKESPERSON;TAX_FNCACT_FATHER;TAX_WORLDFISH;TAX_WORLDFISH_PERCH;TAX_FNCACT_MINISTER;TAX_FNCACT_EXECUTIVE;GENERAL_GOVERNMENT;TAX_FNCACT_LEADER;TAX_FNCACT_MAN;RESIGNATION;DEMOCRACY;CONSTITUTIONAL;,aam aadmi party,"-0.423728813559322,3.17796610169492,3.60169491525424,6.77966101694915,19.4915254237288,0,433"
286,286,20150302000000.0,,regional climate center,"0,0,0,0,7.69230769230769,0,131"
287,287,20150302000000.0,EDUCATION;,murray city arts council;university of utah,"3.012912482066,3.87374461979914,0.860832137733142,4.73457675753228,22.5251076040172,0.717360114777618,615"
288,288,20150302000000.0,TAX_FNCACT;TAX_FNCACT_MINISTER;LEADER;TAX_FNCACT_PRIME_MINISTER;GENERAL_GOVERNMENT;TAX_FNCACT_CABINET_MINISTER;TAX_FNCACT_LEADER;ALLIANCE;PROTEST;STRIKE;MEDIA_MSM;ELECTION;MOVEMENT_GENERAL;TAX_FNCACT_ELDER;TAX_FNCACT_FINANCE_MINISTER;MEDIA_SOCIAL;,,"-0.53475935828877,2.31729055258467,2.85204991087344,5.16934046345811,20.4991087344029,0.35650623885918,412"
289,289,20150302000000.0,,associated press,"1.58013544018059,2.48306997742664,0.90293453724605,3.38600451467269,22.3476297968397,0.90293453724605,411"
290,290,20150302000000.0,,university of south alabama;united states,"2.38095238095238,4.76190476190476,2.38095238095238,7.14285714285714,19.4444444444444,1.58730158730159,225"
291,291,20150302000000.0,TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_DARI;TAX_WORLDLANGUAGES_BARU;TAX_WORLDFISH;TAX_WORLDFISH_TOP;TAX_WORLDLANGUAGES_TANDA;TAX_WORLDLANGUAGES_MARKAS;TAX_WORLDLANGUAGES_DEL;TAX_FNCACT;TAX_FNCACT_ADVERTISERS;TAX_WORLDLANGUAGES_KARANG;LEGISLATION;BAN;TAX_FNCACT_REPRESENTATIVE;,,"0.23094688221709,1.92455735180908,1.69361046959199,3.61816782140108,19.707467282525,3.38722093918399,1213"
292,292,20150302000000.0,TRIAL;TAX_FNCACT;TAX_FNCACT_ATTORNEY;MEDIA_MSM;TAX_POLITICAL_PARTY;TAX_POLITICAL_PARTY_REPUBLICANS;TRANSPARENCY;CONSTITUTIONAL;TAX_POLITICAL_PARTY_REPUBLICAN;LEADER;TAX_FNCACT_LAWMAKERS;PROTEST;STRIKE;AFFECT;ELECTION;SOC_POLARIZED;TAX_FNCACT_GOVERNORS;TAX_FNCACT_CHAIRMAN;GENERAL_GOVERNMENT;TAX_POLITICAL_PARTY_DEMOCRATS;TAX_FNCACT_LAWYER;TAX_FNCACT_SENATORS;TAX_FNCACT_REPRESENTATIVES;LEGISLATION;TAX_FNCACT_LAWMAKER;APPOINTMENT;TAX_FNCACT_SUPPORTERS;TAX_FNCACT_OFFICIALS;TAX_FNCACT_ELECTED_OFFICIALS;TAX_FNCACT_LEADERS;TAX_FNCACT_PRESIDENT;TAX_FNCACT_ASSISTANT;TAX_FNCACT_LEADER;MEDIA_SOCIAL;,democrats in congress;arizona legislature;associated press;arizona state legislature;democratic legislature;arizona independent redistricting commission;supreme court;national conference of state legislatures;commission on appellate court appointments,"-0.931098696461825,2.79329608938547,3.7243947858473,6.51769087523278,22.9981378026071,0.186219739292365,975"
293,293,20150302000000.0,TAX_ETHNICITY;TAX_ETHNICITY_ASIAN;TAX_FNCACT;TAX_FNCACT_OPERATOR;TAX_ETHNICITY_UZBEK;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_UZBEK;GENERAL_GOVERNMENT;TAX_FNCACT_REGULATORS;TRANSPARENCY;,telecommunications market research;market research;telecommunications company profile;market telecommunications market;central asia telecommunications report;market telecommunications company,"-1.89873417721519,0.632911392405063,2.53164556962025,3.16455696202532,17.9324894514768,0.843881856540084,425"
294,294,20150302000000.0,LEGISLATION;LEGALIZE;CRIME_ILLEGAL_DRUGS;DRUG_TRADE;LEADER;TAX_FNCACT;TAX_FNCACT_MAYOR;TAX_FNCACT_OFFICIAL;TAX_ETHNICITY;TAX_ETHNICITY_DUTCH;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_DUTCH;,netherlands embassy,"1.01010101010101,2.02020202020202,1.01010101010101,3.03030303030303,19.1919191919192,1.01010101010101,102"
295,295,20150302000000.0,TAX_FNCACT;TAX_FNCACT_VETERAN;GENERAL_HEALTH;MEDICAL;TAX_ETHNICITY;TAX_ETHNICITY_INDIAN;MEDIA_MSM;TAX_POLITICAL_PARTY;TAX_POLITICAL_PARTY_LABOUR_PARTY;AFFECT;TAX_FNCACT_CHILDREN;TAX_FNCACT_DOCTOR;SOC_GENERALCRIME;MANMADE_DISASTER_IMPLIED;RETIREMENT;,labour party;national id,"0.525210084033613,3.15126050420168,2.62605042016807,5.77731092436975,26.4705882352941,1.36554621848739,836"
296,296,20150302000000.0,TAX_FNCACT;TAX_FNCACT_SPOKESMAN;MEDIA_MSM;TAX_DISEASE;TAX_DISEASE_FLU;SHORTAGE;TAX_ETHNICITY;TAX_ETHNICITY_AMERICAN;TAX_AIDGROUPS;,memorial blood centers,"-6.2015503875969,0.775193798449612,6.97674418604651,7.75193798449612,31.0077519379845,0,117"
297,297,20150302000000.0,TRIAL;SOC_GENERALCRIME;TAX_FNCACT;TAX_FNCACT_WOMAN;TAX_FNCACT_AUTHORITIES;TAX_FNCACT_SHERIFF;TAX_FNCACT_SPOKESWOMAN;KILL;ARREST;TAX_FNCACT_DETECTIVES;MANMADE_DISASTER_IMPLIED;TAX_FNCACT_DEPUTY;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICERS;TAX_FNCACT_OFFICERS;BORDER;TAX_MILITARY_TITLE_OFFICER;TAX_FNCACT_OFFICER;SECURITY_SERVICES;TAX_FNCACT_POLICE;WOUND;ARMEDCONFLICT;DISABILITY;TAX_WEAPONS;TAX_WEAPONS_FIREARM;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_JAIL;,arizona department of public safety;quartzsite police department,"-9.52380952380952,0.571428571428571,10.0952380952381,10.6666666666667,20.3809523809524,0,505"
298,298,20150302000000.0,,central intercollegiate athletic association;charlotte-mecklenburg police department;cnn,"-1.2987012987013,3.24675324675325,4.54545454545455,7.79220779220779,25.3246753246753,1.2987012987013,150"
